Material,Quantity,Weight,Type,Size Range,Price
Pressmud,54,20,Sugarcane Industry,12mm to 20mm,2487
Pressmud,58,23,Sugarcane Industry,12mm to 20mm,1504
Paddy Straw,26,48,Farming Land,12mm to 70mm,3673
Groundnut,23,20,Industry,8mm to 90mm,5053
Sawdust,16,15,Industry,8mm to 90mm,3938
Sawdust,20,15,Industry,8mm to 90mm,4026
Groundnut,36,10,Industry,8mm to 90mm,4861
Pressmud,49,21,Sugarcane Industry,12mm to 20mm,1765
Groundnut,36,2,Industry,8mm to 90mm,5037
Cowdung,66,43,Land,8mm to 20mm,3071
Groundnut,29,15,Industry,8mm to 90mm,5356
Cowdung,77,40,Land,8mm to 20mm,3666
Paddy Straw,16,47,Farming Land,12mm to 70mm,2975
Groundnut,37,9,Industry,8mm to 90mm,5351
Paddy Straw,19,38,Farming Land,12mm to 70mm,3387
Pressmud,45,39,Sugarcane Industry,12mm to 20mm,2195
Cowdung,70,37,Land,8mm to 20mm,3185
Sawdust,30,16,Industry,8mm to 90mm,3936
Sawdust,26,23,Industry,8mm to 90mm,4243
Paddy Straw,14,33,Farming Land,12mm to 70mm,3033
Sawdust,12,10,Industry,8mm to 90mm,3638
Sawdust,10,18,Industry,8mm to 90mm,4073
Sawdust,13,25,Industry,8mm to 90mm,4066
Groundnut,26,10,Industry,8mm to 90mm,5304
Paddy Straw,25,44,Farming Land,12mm to 70mm,3321
Groundnut,21,11,Industry,8mm to 90mm,5008
Pressmud,49,32,Sugarcane Industry,12mm to 20mm,1667
Paddy Straw,10,40,Farming Land,12mm to 70mm,3892
Paddy Straw,20,31,Farming Land,12mm to 70mm,3805
Pressmud,42,38,Sugarcane Industry,12mm to 20mm,1739
Groundnut,38,19,Industry,8mm to 90mm,4974
Cowdung,78,38,Land,8mm to 20mm,3594
Groundnut,30,14,Industry,8mm to 90mm,4977
Sawdust,17,12,Industry,8mm to 90mm,3741
Sawdust,14,13,Industry,8mm to 90mm,4053
Cowdung,63,47,Land,8mm to 20mm,3459
Paddy Straw,29,36,Farming Land,12mm to 70mm,2991
Pressmud,59,28,Sugarcane Industry,12mm to 20mm,2031
Cowdung,63,35,Land,8mm to 20mm,3090
Sawdust,26,30,Industry,8mm to 90mm,4310
Pressmud,43,40,Sugarcane Industry,12mm to 20mm,1527
Sawdust,25,15,Industry,8mm to 90mm,3799
Cowdung,62,50,Land,8mm to 20mm,3291
Pressmud,44,23,Sugarcane Industry,12mm to 20mm,2419
Groundnut,27,8,Industry,8mm to 90mm,5473
Groundnut,22,14,Industry,8mm to 90mm,5185
Groundnut,21,10,Industry,8mm to 90mm,4604
Paddy Straw,28,34,Farming Land,12mm to 70mm,3368
Cowdung,60,32,Land,8mm to 20mm,3396
Groundnut,26,0,Industry,8mm to 90mm,4756
Pressmud,56,20,Sugarcane Industry,12mm to 20mm,1571
Paddy Straw,19,47,Farming Land,12mm to 70mm,3155
Paddy Straw,16,39,Farming Land,12mm to 70mm,3268
Groundnut,29,16,Industry,8mm to 90mm,5058
Groundnut,20,18,Industry,8mm to 90mm,5177
Sawdust,12,27,Industry,8mm to 90mm,3973
Groundnut,23,5,Industry,8mm to 90mm,4516
Pressmud,53,31,Sugarcane Industry,12mm to 20mm,1919
Paddy Straw,18,36,Farming Land,12mm to 70mm,3759
Paddy Straw,26,39,Farming Land,12mm to 70mm,3348
Sawdust,28,14,Industry,8mm to 90mm,4152
Sawdust,11,15,Industry,8mm to 90mm,4485
Paddy Straw,29,46,Farming Land,12mm to 70mm,3359
Groundnut,39,7,Industry,8mm to 90mm,5316
Groundnut,20,8,Industry,8mm to 90mm,4811
Pressmud,40,32,Sugarcane Industry,12mm to 20mm,1504
Pressmud,54,32,Sugarcane Industry,12mm to 20mm,1579
Cowdung,65,49,Land,8mm to 20mm,3813
Sawdust,21,13,Industry,8mm to 90mm,4137
Pressmud,57,36,Sugarcane Industry,12mm to 20mm,1591
Paddy Straw,19,36,Farming Land,12mm to 70mm,3688
Cowdung,72,42,Land,8mm to 20mm,3273
Paddy Straw,21,33,Farming Land,12mm to 70mm,3379
Pressmud,55,28,Sugarcane Industry,12mm to 20mm,1608
Pressmud,48,32,Sugarcane Industry,12mm to 20mm,2188
Groundnut,22,20,Industry,8mm to 90mm,5284
Sawdust,23,24,Industry,8mm to 90mm,3575
Cowdung,71,41,Land,8mm to 20mm,3862
Sawdust,10,25,Industry,8mm to 90mm,3938
Paddy Straw,24,33,Farming Land,12mm to 70mm,2930
Pressmud,58,26,Sugarcane Industry,12mm to 20mm,2299
Paddy Straw,30,32,Farming Land,12mm to 70mm,3104
Paddy Straw,28,48,Farming Land,12mm to 70mm,3229
Paddy Straw,12,34,Farming Land,12mm to 70mm,3487
Paddy Straw,17,36,Farming Land,12mm to 70mm,3136
Sawdust,23,30,Industry,8mm to 90mm,4332
Paddy Straw,27,46,Farming Land,12mm to 70mm,3281
Cowdung,60,43,Land,8mm to 20mm,3848
Sawdust,24,16,Industry,8mm to 90mm,4385
Cowdung,66,40,Land,8mm to 20mm,3996
Pressmud,51,32,Sugarcane Industry,12mm to 20mm,2282
Paddy Straw,26,46,Farming Land,12mm to 70mm,3555
Pressmud,46,29,Sugarcane Industry,12mm to 20mm,2439
Groundnut,37,19,Industry,8mm to 90mm,5092
Paddy Straw,21,32,Farming Land,12mm to 70mm,3729
Sawdust,17,22,Industry,8mm to 90mm,4440
Groundnut,30,16,Industry,8mm to 90mm,5162
Sawdust,18,24,Industry,8mm to 90mm,3711
Paddy Straw,15,43,Farming Land,12mm to 70mm,3380
Sawdust,10,30,Industry,8mm to 90mm,3759
Sawdust,15,24,Industry,8mm to 90mm,3761
Pressmud,45,23,Sugarcane Industry,12mm to 20mm,1777
Cowdung,66,37,Land,8mm to 20mm,3656
Groundnut,33,5,Industry,8mm to 90mm,5291
Paddy Straw,19,39,Farming Land,12mm to 70mm,3195
Pressmud,43,40,Sugarcane Industry,12mm to 20mm,2231
Paddy Straw,21,40,Farming Land,12mm to 70mm,3487
Paddy Straw,15,43,Farming Land,12mm to 70mm,3102
Groundnut,33,18,Industry,8mm to 90mm,5242
Cowdung,74,41,Land,8mm to 20mm,3411
Sawdust,29,19,Industry,8mm to 90mm,3552
Cowdung,73,31,Land,8mm to 20mm,3147
Sawdust,15,27,Industry,8mm to 90mm,3952
Sawdust,15,16,Industry,8mm to 90mm,3851
Pressmud,44,26,Sugarcane Industry,12mm to 20mm,1716
Sawdust,20,13,Industry,8mm to 90mm,4206
Sawdust,20,10,Industry,8mm to 90mm,4437
Groundnut,33,15,Industry,8mm to 90mm,5260
Groundnut,23,2,Industry,8mm to 90mm,4553
Pressmud,60,28,Sugarcane Industry,12mm to 20mm,2385
Pressmud,49,30,Sugarcane Industry,12mm to 20mm,2309
Paddy Straw,16,32,Farming Land,12mm to 70mm,3875
Sawdust,26,10,Industry,8mm to 90mm,4183
Paddy Straw,30,30,Farming Land,12mm to 70mm,3751
Pressmud,55,23,Sugarcane Industry,12mm to 20mm,2037
Sawdust,17,21,Industry,8mm to 90mm,4119
Groundnut,36,18,Industry,8mm to 90mm,4890
Paddy Straw,21,40,Farming Land,12mm to 70mm,3309
Sawdust,25,17,Industry,8mm to 90mm,4120
Pressmud,48,33,Sugarcane Industry,12mm to 20mm,1604
Cowdung,63,40,Land,8mm to 20mm,3242
Sawdust,26,25,Industry,8mm to 90mm,3772
Pressmud,53,21,Sugarcane Industry,12mm to 20mm,2458
Sawdust,14,18,Industry,8mm to 90mm,3857
Cowdung,79,36,Land,8mm to 20mm,3744
Paddy Straw,12,45,Farming Land,12mm to 70mm,2973
Sawdust,15,19,Industry,8mm to 90mm,4230
Paddy Straw,15,36,Farming Land,12mm to 70mm,3754
Sawdust,13,17,Industry,8mm to 90mm,3803
Groundnut,36,1,Industry,8mm to 90mm,4630
Groundnut,20,4,Industry,8mm to 90mm,4855
Groundnut,26,15,Industry,8mm to 90mm,4704
Pressmud,53,35,Sugarcane Industry,12mm to 20mm,1552
Pressmud,56,27,Sugarcane Industry,12mm to 20mm,1867
Pressmud,49,35,Sugarcane Industry,12mm to 20mm,2192
Groundnut,31,9,Industry,8mm to 90mm,4706
Pressmud,53,21,Sugarcane Industry,12mm to 20mm,2121
Cowdung,79,32,Land,8mm to 20mm,3713
Groundnut,33,11,Industry,8mm to 90mm,4964
Cowdung,69,38,Land,8mm to 20mm,3623
Pressmud,58,39,Sugarcane Industry,12mm to 20mm,2294
Paddy Straw,25,35,Farming Land,12mm to 70mm,3260
Pressmud,60,22,Sugarcane Industry,12mm to 20mm,2422
Sawdust,26,28,Industry,8mm to 90mm,4407
Pressmud,41,20,Sugarcane Industry,12mm to 20mm,1834
Paddy Straw,11,43,Farming Land,12mm to 70mm,2943
Pressmud,55,31,Sugarcane Industry,12mm to 20mm,1912
Paddy Straw,23,35,Farming Land,12mm to 70mm,3167
Paddy Straw,23,37,Farming Land,12mm to 70mm,3365
Sawdust,17,12,Industry,8mm to 90mm,3565
Groundnut,40,18,Industry,8mm to 90mm,4746
Pressmud,43,20,Sugarcane Industry,12mm to 20mm,1973
Sawdust,27,22,Industry,8mm to 90mm,3748
Groundnut,29,13,Industry,8mm to 90mm,4576
Cowdung,67,44,Land,8mm to 20mm,3040
Cowdung,61,45,Land,8mm to 20mm,3938
Paddy Straw,18,37,Farming Land,12mm to 70mm,3105
Cowdung,75,45,Land,8mm to 20mm,3271
Paddy Straw,28,46,Farming Land,12mm to 70mm,3708
Sawdust,11,12,Industry,8mm to 90mm,3711
Groundnut,38,4,Industry,8mm to 90mm,5059
Paddy Straw,15,37,Farming Land,12mm to 70mm,3025
Paddy Straw,23,41,Farming Land,12mm to 70mm,3327
Cowdung,66,42,Land,8mm to 20mm,3226
Groundnut,29,12,Industry,8mm to 90mm,5072
Paddy Straw,22,37,Farming Land,12mm to 70mm,3620
Paddy Straw,28,42,Farming Land,12mm to 70mm,3720
Sawdust,23,11,Industry,8mm to 90mm,4432
Sawdust,20,24,Industry,8mm to 90mm,3895
Paddy Straw,28,42,Farming Land,12mm to 70mm,3646
Cowdung,70,45,Land,8mm to 20mm,3335
Groundnut,39,5,Industry,8mm to 90mm,5453
Groundnut,28,20,Industry,8mm to 90mm,4827
Paddy Straw,25,44,Farming Land,12mm to 70mm,3563
Groundnut,22,8,Industry,8mm to 90mm,5094
Paddy Straw,21,48,Farming Land,12mm to 70mm,3012
Pressmud,51,38,Sugarcane Industry,12mm to 20mm,2382
Paddy Straw,17,38,Farming Land,12mm to 70mm,3231
Groundnut,23,19,Industry,8mm to 90mm,4639
Cowdung,60,40,Land,8mm to 20mm,3849
Cowdung,60,48,Land,8mm to 20mm,3101
Cowdung,74,48,Land,8mm to 20mm,3046
Paddy Straw,14,39,Farming Land,12mm to 70mm,3654
Paddy Straw,30,31,Farming Land,12mm to 70mm,3031
Cowdung,75,47,Land,8mm to 20mm,3121
Cowdung,60,42,Land,8mm to 20mm,3348
Cowdung,71,48,Land,8mm to 20mm,3669
Pressmud,52,28,Sugarcane Industry,12mm to 20mm,2110
Groundnut,21,19,Industry,8mm to 90mm,4701
Pressmud,56,25,Sugarcane Industry,12mm to 20mm,1555
Groundnut,24,3,Industry,8mm to 90mm,5070
Sawdust,15,18,Industry,8mm to 90mm,3755
Pressmud,58,40,Sugarcane Industry,12mm to 20mm,1814
Cowdung,64,31,Land,8mm to 20mm,3035
Sawdust,21,19,Industry,8mm to 90mm,4298
Groundnut,32,0,Industry,8mm to 90mm,5489
Paddy Straw,19,33,Farming Land,12mm to 70mm,3736
Paddy Straw,16,30,Farming Land,12mm to 70mm,3835
Cowdung,69,50,Land,8mm to 20mm,3507
Sawdust,18,14,Industry,8mm to 90mm,4389
Pressmud,40,35,Sugarcane Industry,12mm to 20mm,2469
Pressmud,60,29,Sugarcane Industry,12mm to 20mm,2138
Groundnut,21,18,Industry,8mm to 90mm,4837
Sawdust,27,14,Industry,8mm to 90mm,3642
Pressmud,44,29,Sugarcane Industry,12mm to 20mm,1798
Groundnut,33,18,Industry,8mm to 90mm,5117
Paddy Straw,10,39,Farming Land,12mm to 70mm,2936
Cowdung,60,36,Land,8mm to 20mm,3257
Sawdust,16,14,Industry,8mm to 90mm,3955
Groundnut,35,5,Industry,8mm to 90mm,5301
Pressmud,53,38,Sugarcane Industry,12mm to 20mm,2407
Pressmud,40,21,Sugarcane Industry,12mm to 20mm,1760
Cowdung,78,47,Land,8mm to 20mm,3811
Groundnut,31,8,Industry,8mm to 90mm,4563
Cowdung,64,47,Land,8mm to 20mm,3808
Paddy Straw,17,45,Farming Land,12mm to 70mm,3073
Groundnut,40,11,Industry,8mm to 90mm,4515
Sawdust,26,29,Industry,8mm to 90mm,3905
Groundnut,29,17,Industry,8mm to 90mm,4880
Paddy Straw,26,42,Farming Land,12mm to 70mm,3118
Pressmud,50,38,Sugarcane Industry,12mm to 20mm,2484
Pressmud,60,36,Sugarcane Industry,12mm to 20mm,1737
Groundnut,20,20,Industry,8mm to 90mm,5032
Cowdung,75,45,Land,8mm to 20mm,3236
Groundnut,31,20,Industry,8mm to 90mm,5158
Paddy Straw,16,36,Farming Land,12mm to 70mm,3635
Sawdust,20,14,Industry,8mm to 90mm,3875
Groundnut,20,12,Industry,8mm to 90mm,5351
Cowdung,75,46,Land,8mm to 20mm,3530
Paddy Straw,23,46,Farming Land,12mm to 70mm,3348
Sawdust,19,17,Industry,8mm to 90mm,3847
Cowdung,77,40,Land,8mm to 20mm,3934
Groundnut,31,8,Industry,8mm to 90mm,5378
Sawdust,30,13,Industry,8mm to 90mm,3975
Groundnut,31,2,Industry,8mm to 90mm,5459
Sawdust,18,19,Industry,8mm to 90mm,4120
Pressmud,55,27,Sugarcane Industry,12mm to 20mm,1616
Paddy Straw,30,34,Farming Land,12mm to 70mm,3857
Groundnut,39,20,Industry,8mm to 90mm,4647
Paddy Straw,17,30,Farming Land,12mm to 70mm,3255
Cowdung,69,38,Land,8mm to 20mm,3705
Sawdust,13,18,Industry,8mm to 90mm,3921
Paddy Straw,21,34,Farming Land,12mm to 70mm,3435
Pressmud,44,32,Sugarcane Industry,12mm to 20mm,2041
Cowdung,71,46,Land,8mm to 20mm,3901
Cowdung,73,39,Land,8mm to 20mm,3660
Sawdust,12,27,Industry,8mm to 90mm,3961
Paddy Straw,20,30,Farming Land,12mm to 70mm,3755
Paddy Straw,24,46,Farming Land,12mm to 70mm,3492
Pressmud,54,35,Sugarcane Industry,12mm to 20mm,2357
Sawdust,21,26,Industry,8mm to 90mm,4216
Paddy Straw,18,43,Farming Land,12mm to 70mm,3477
Sawdust,24,13,Industry,8mm to 90mm,4278
Paddy Straw,15,49,Farming Land,12mm to 70mm,3641
Sawdust,26,25,Industry,8mm to 90mm,3832
Sawdust,25,10,Industry,8mm to 90mm,4161
Pressmud,42,32,Sugarcane Industry,12mm to 20mm,1770
Sawdust,13,11,Industry,8mm to 90mm,4260
Pressmud,42,30,Sugarcane Industry,12mm to 20mm,2302
Sawdust,11,17,Industry,8mm to 90mm,3962
Groundnut,34,3,Industry,8mm to 90mm,5178
Paddy Straw,25,49,Farming Land,12mm to 70mm,2906
Cowdung,77,31,Land,8mm to 20mm,3085
Pressmud,52,33,Sugarcane Industry,12mm to 20mm,1669
Cowdung,65,33,Land,8mm to 20mm,3688
Pressmud,50,23,Sugarcane Industry,12mm to 20mm,1815
Paddy Straw,26,30,Farming Land,12mm to 70mm,2932
Cowdung,77,31,Land,8mm to 20mm,3941
Groundnut,39,1,Industry,8mm to 90mm,5082
Groundnut,23,10,Industry,8mm to 90mm,4911
Paddy Straw,16,40,Farming Land,12mm to 70mm,3640
Sawdust,29,29,Industry,8mm to 90mm,4175
Sawdust,27,14,Industry,8mm to 90mm,4418
Groundnut,37,8,Industry,8mm to 90mm,4529
Cowdung,80,33,Land,8mm to 20mm,3816
Sawdust,10,26,Industry,8mm to 90mm,3749
Paddy Straw,12,40,Farming Land,12mm to 70mm,3678
Sawdust,14,18,Industry,8mm to 90mm,3577
Pressmud,54,35,Sugarcane Industry,12mm to 20mm,1820
Groundnut,27,16,Industry,8mm to 90mm,5474
Groundnut,40,13,Industry,8mm to 90mm,5353
Cowdung,78,33,Land,8mm to 20mm,3840
Cowdung,61,36,Land,8mm to 20mm,3365
Cowdung,69,50,Land,8mm to 20mm,3319
Pressmud,46,27,Sugarcane Industry,12mm to 20mm,2356
Pressmud,51,37,Sugarcane Industry,12mm to 20mm,1573
Cowdung,80,47,Land,8mm to 20mm,3724
Paddy Straw,20,32,Farming Land,12mm to 70mm,3027
Sawdust,29,15,Industry,8mm to 90mm,3573
Paddy Straw,29,37,Farming Land,12mm to 70mm,3897
Groundnut,29,10,Industry,8mm to 90mm,5191
Cowdung,72,32,Land,8mm to 20mm,3684
Sawdust,17,23,Industry,8mm to 90mm,3934
Pressmud,58,23,Sugarcane Industry,12mm to 20mm,2172
Pressmud,46,29,Sugarcane Industry,12mm to 20mm,1979
Paddy Straw,23,40,Farming Land,12mm to 70mm,3753
Groundnut,37,12,Industry,8mm to 90mm,5110
Pressmud,51,23,Sugarcane Industry,12mm to 20mm,2497
Pressmud,45,30,Sugarcane Industry,12mm to 20mm,2411
Paddy Straw,24,46,Farming Land,12mm to 70mm,3606
Cowdung,61,48,Land,8mm to 20mm,3288
Pressmud,59,40,Sugarcane Industry,12mm to 20mm,1896
Sawdust,24,12,Industry,8mm to 90mm,4005
Sawdust,19,22,Industry,8mm to 90mm,3960
Paddy Straw,17,37,Farming Land,12mm to 70mm,3099
Groundnut,38,1,Industry,8mm to 90mm,4838
Paddy Straw,30,40,Farming Land,12mm to 70mm,3294
Sawdust,13,17,Industry,8mm to 90mm,4132
Cowdung,69,47,Land,8mm to 20mm,3762
Pressmud,43,28,Sugarcane Industry,12mm to 20mm,1942
Paddy Straw,11,43,Farming Land,12mm to 70mm,3032
Sawdust,19,19,Industry,8mm to 90mm,4496
Cowdung,65,37,Land,8mm to 20mm,3357
Sawdust,16,19,Industry,8mm to 90mm,4397
Pressmud,59,37,Sugarcane Industry,12mm to 20mm,1665
Pressmud,43,40,Sugarcane Industry,12mm to 20mm,2114
Paddy Straw,15,39,Farming Land,12mm to 70mm,3742
Sawdust,21,18,Industry,8mm to 90mm,4011
Pressmud,59,39,Sugarcane Industry,12mm to 20mm,2430
Sawdust,14,25,Industry,8mm to 90mm,4142
Groundnut,37,15,Industry,8mm to 90mm,5240
Cowdung,61,35,Land,8mm to 20mm,3541
Cowdung,64,34,Land,8mm to 20mm,3511
Cowdung,70,48,Land,8mm to 20mm,3633
Pressmud,44,35,Sugarcane Industry,12mm to 20mm,2118
Groundnut,24,7,Industry,8mm to 90mm,5145
Groundnut,27,3,Industry,8mm to 90mm,5493
Sawdust,30,11,Industry,8mm to 90mm,4364
Paddy Straw,13,39,Farming Land,12mm to 70mm,3596
Groundnut,29,17,Industry,8mm to 90mm,5143
Cowdung,70,36,Land,8mm to 20mm,3491
Groundnut,37,19,Industry,8mm to 90mm,5452
Groundnut,36,11,Industry,8mm to 90mm,5480
Groundnut,21,13,Industry,8mm to 90mm,4855
Cowdung,70,33,Land,8mm to 20mm,3111
Pressmud,45,38,Sugarcane Industry,12mm to 20mm,2236
Pressmud,44,21,Sugarcane Industry,12mm to 20mm,1584
Sawdust,12,30,Industry,8mm to 90mm,4131
Paddy Straw,10,30,Farming Land,12mm to 70mm,3503
Groundnut,28,10,Industry,8mm to 90mm,4878
Groundnut,26,5,Industry,8mm to 90mm,5022
Groundnut,27,11,Industry,8mm to 90mm,4538
Pressmud,51,30,Sugarcane Industry,12mm to 20mm,1920
Sawdust,11,19,Industry,8mm to 90mm,3612
Sawdust,19,16,Industry,8mm to 90mm,3967
Cowdung,76,37,Land,8mm to 20mm,3683
Pressmud,50,37,Sugarcane Industry,12mm to 20mm,2197
Pressmud,58,23,Sugarcane Industry,12mm to 20mm,1940
Cowdung,70,36,Land,8mm to 20mm,3788
Groundnut,34,17,Industry,8mm to 90mm,4570
Cowdung,60,42,Land,8mm to 20mm,3483
Sawdust,22,29,Industry,8mm to 90mm,3994
Cowdung,79,33,Land,8mm to 20mm,3923
Pressmud,51,37,Sugarcane Industry,12mm to 20mm,1561
Pressmud,48,22,Sugarcane Industry,12mm to 20mm,2069
Sawdust,10,27,Industry,8mm to 90mm,4331
Pressmud,58,28,Sugarcane Industry,12mm to 20mm,2285
Paddy Straw,28,47,Farming Land,12mm to 70mm,3444
Pressmud,55,23,Sugarcane Industry,12mm to 20mm,2398
Cowdung,68,31,Land,8mm to 20mm,3644
Pressmud,57,24,Sugarcane Industry,12mm to 20mm,1635
Sawdust,11,20,Industry,8mm to 90mm,4083
Groundnut,23,8,Industry,8mm to 90mm,5240
Pressmud,56,24,Sugarcane Industry,12mm to 20mm,1971
Groundnut,22,12,Industry,8mm to 90mm,5288
Groundnut,22,5,Industry,8mm to 90mm,5420
Cowdung,73,46,Land,8mm to 20mm,3495
Sawdust,26,16,Industry,8mm to 90mm,4138
Pressmud,47,27,Sugarcane Industry,12mm to 20mm,2406
Pressmud,51,38,Sugarcane Industry,12mm to 20mm,1508
Paddy Straw,27,45,Farming Land,12mm to 70mm,2974
Pressmud,55,37,Sugarcane Industry,12mm to 20mm,2401
Paddy Straw,15,34,Farming Land,12mm to 70mm,3283
Sawdust,23,12,Industry,8mm to 90mm,3670
Paddy Straw,21,49,Farming Land,12mm to 70mm,3851
Cowdung,68,34,Land,8mm to 20mm,3851
Cowdung,62,46,Land,8mm to 20mm,3659
Cowdung,68,38,Land,8mm to 20mm,3086
Groundnut,36,19,Industry,8mm to 90mm,4965
Pressmud,50,22,Sugarcane Industry,12mm to 20mm,1864
Pressmud,48,39,Sugarcane Industry,12mm to 20mm,2247
Paddy Straw,30,32,Farming Land,12mm to 70mm,3380
Paddy Straw,13,48,Farming Land,12mm to 70mm,2976
Cowdung,69,31,Land,8mm to 20mm,3147
Sawdust,24,18,Industry,8mm to 90mm,3873
Paddy Straw,23,48,Farming Land,12mm to 70mm,3817
Cowdung,65,39,Land,8mm to 20mm,3130
Groundnut,23,5,Industry,8mm to 90mm,5360
Cowdung,71,39,Land,8mm to 20mm,3941
Pressmud,56,35,Sugarcane Industry,12mm to 20mm,2295
Paddy Straw,13,31,Farming Land,12mm to 70mm,3183
Groundnut,27,17,Industry,8mm to 90mm,5450
Pressmud,49,27,Sugarcane Industry,12mm to 20mm,2440
Paddy Straw,10,40,Farming Land,12mm to 70mm,3609
Groundnut,23,1,Industry,8mm to 90mm,4686
Groundnut,27,8,Industry,8mm to 90mm,5451
Pressmud,60,26,Sugarcane Industry,12mm to 20mm,2309
Sawdust,21,25,Industry,8mm to 90mm,4070
Paddy Straw,15,36,Farming Land,12mm to 70mm,3070
Cowdung,71,33,Land,8mm to 20mm,3808
Cowdung,71,35,Land,8mm to 20mm,3906
Cowdung,80,49,Land,8mm to 20mm,3911
Pressmud,45,23,Sugarcane Industry,12mm to 20mm,2446
Cowdung,71,32,Land,8mm to 20mm,3059
Groundnut,30,12,Industry,8mm to 90mm,4776
Cowdung,65,31,Land,8mm to 20mm,3714
Groundnut,28,6,Industry,8mm to 90mm,5163
Paddy Straw,10,47,Farming Land,12mm to 70mm,3466
Cowdung,65,46,Land,8mm to 20mm,3810
Groundnut,29,11,Industry,8mm to 90mm,4609
Cowdung,70,42,Land,8mm to 20mm,3270
Sawdust,21,21,Industry,8mm to 90mm,3830
Pressmud,42,32,Sugarcane Industry,12mm to 20mm,2435
Paddy Straw,22,46,Farming Land,12mm to 70mm,3374
Paddy Straw,10,46,Farming Land,12mm to 70mm,3209
Groundnut,33,17,Industry,8mm to 90mm,4762
Pressmud,55,40,Sugarcane Industry,12mm to 20mm,1973
Sawdust,17,25,Industry,8mm to 90mm,4390
Groundnut,39,12,Industry,8mm to 90mm,5117
Pressmud,58,30,Sugarcane Industry,12mm to 20mm,1893
Paddy Straw,13,42,Farming Land,12mm to 70mm,3734
Paddy Straw,11,50,Farming Land,12mm to 70mm,3027
Paddy Straw,30,34,Farming Land,12mm to 70mm,3232
Pressmud,51,20,Sugarcane Industry,12mm to 20mm,1712
Groundnut,35,8,Industry,8mm to 90mm,5427
Pressmud,42,21,Sugarcane Industry,12mm to 20mm,2462
Paddy Straw,12,49,Farming Land,12mm to 70mm,3392
Cowdung,67,30,Land,8mm to 20mm,3233
Groundnut,28,12,Industry,8mm to 90mm,5314
Pressmud,45,39,Sugarcane Industry,12mm to 20mm,2037
Cowdung,73,45,Land,8mm to 20mm,3332
Sawdust,12,16,Industry,8mm to 90mm,3810
Groundnut,32,1,Industry,8mm to 90mm,4602
Cowdung,62,40,Land,8mm to 20mm,3390
Paddy Straw,13,50,Farming Land,12mm to 70mm,3442
Groundnut,34,3,Industry,8mm to 90mm,4784
Sawdust,17,30,Industry,8mm to 90mm,3939
Groundnut,31,7,Industry,8mm to 90mm,5294
Paddy Straw,17,46,Farming Land,12mm to 70mm,2948
Pressmud,53,35,Sugarcane Industry,12mm to 20mm,1927
Pressmud,46,39,Sugarcane Industry,12mm to 20mm,1793
Pressmud,55,23,Sugarcane Industry,12mm to 20mm,2078
Paddy Straw,24,41,Farming Land,12mm to 70mm,3573
Groundnut,20,2,Industry,8mm to 90mm,4852
Pressmud,40,24,Sugarcane Industry,12mm to 20mm,2426
Pressmud,42,27,Sugarcane Industry,12mm to 20mm,2304
Groundnut,31,16,Industry,8mm to 90mm,4967
Paddy Straw,18,34,Farming Land,12mm to 70mm,3760
Pressmud,44,25,Sugarcane Industry,12mm to 20mm,2233
Cowdung,69,36,Land,8mm to 20mm,3196
Paddy Straw,18,33,Farming Land,12mm to 70mm,3330
Paddy Straw,20,42,Farming Land,12mm to 70mm,3347
Groundnut,20,17,Industry,8mm to 90mm,5328
Paddy Straw,16,38,Farming Land,12mm to 70mm,3833
Cowdung,74,41,Land,8mm to 20mm,3903
Cowdung,78,40,Land,8mm to 20mm,3364
Cowdung,63,48,Land,8mm to 20mm,3345
Cowdung,65,34,Land,8mm to 20mm,3879
Paddy Straw,30,38,Farming Land,12mm to 70mm,3021
Sawdust,20,20,Industry,8mm to 90mm,3831
Pressmud,54,36,Sugarcane Industry,12mm to 20mm,2497
Cowdung,77,47,Land,8mm to 20mm,3678
Groundnut,32,14,Industry,8mm to 90mm,5322
Pressmud,54,22,Sugarcane Industry,12mm to 20mm,1772
Paddy Straw,24,34,Farming Land,12mm to 70mm,3653
Sawdust,21,17,Industry,8mm to 90mm,3555
Cowdung,60,38,Land,8mm to 20mm,3654
Paddy Straw,24,49,Farming Land,12mm to 70mm,2943
Sawdust,15,30,Industry,8mm to 90mm,3619
Sawdust,30,14,Industry,8mm to 90mm,3790
Paddy Straw,22,39,Farming Land,12mm to 70mm,3345
Paddy Straw,18,33,Farming Land,12mm to 70mm,3552
Cowdung,76,32,Land,8mm to 20mm,3895
Pressmud,42,37,Sugarcane Industry,12mm to 20mm,1803
Paddy Straw,21,37,Farming Land,12mm to 70mm,2980
Cowdung,67,34,Land,8mm to 20mm,3083
Groundnut,24,8,Industry,8mm to 90mm,5016
Cowdung,62,32,Land,8mm to 20mm,3943
Paddy Straw,12,35,Farming Land,12mm to 70mm,3547
